MaHP,TenHP,ThoiLuong,TinChiHocTap,TinChiHocPhi,HeSo,MaNhomHP
IT3914,Đồ án lập trình,2(0-0-0-4),2,4,0.7,NULL
IT3920,Project II,3(0-0-6-12),3,6,0.7,NULL
IT3920Q,Project II,3(0-0-6-12),3,6,0.7,NULL
IT3921,Đồ án II: Phân tích thiết kế hệ thống,3(0-0-6-6),3,6,0.5,NULL
IT3932,Project II,3(0-0-6-12),3,6,0.7,NULL
IT3941,Đồ án 3: Định hướng công nghệ,3(0-0-6-6),3,6,0.5,NULL
IT3942,Project III,3(0-0-6-12),3,6,0.7,NULL
IT3xx6,Giải thuật & các vấn đề cho kỹ sư,3(2-1-0-6),3,3,0.7,NULL
IT3xy6,Cơ sở thiết kế logic,3(2-1-0-6),3,3,0.7,NULL
IT4010,An toàn và bảo mật thông tin,3(3-1-0-6),3,4,0.7,NULL
IT4010Q,An toàn và bảo mật thông tin,3(3-1-0-6),3,4,0.7,NULL
IT4011,Bảo mật thông tin,2(2-0-0-4),2,2,0.7,NULL
IT4012,Bảo mật thông tin,2(2-0-0-4),2,2,0.7,NULL
IT4012E,Information Security,2(2-0-0-4),2,2,0.7,NULL
IT4013,An toàn thông tin,3(3-1-0-6),3,4,0.7,NULL
IT4020,Nhập môn lý thuyết tính toán,3(3-1-0-6),3,4,0.7,NULL
IT4024,Mô hình hóa bằng automat,2(2-1-0-4),2,3,0.7,NULL
IT4025E,Mật mã ứng dụng,2(2-1-0-4),2,3,0.7,NULL
IT4030,Nhập môn hệ quản trị cơ sở dữ liệu,2(1-2-0-4),2,3,0.7,NULL
IT4030Q,Nhập môn hệ quản trị cơ sở dữ liệu,2(1-2-0-4),2,3,0.7,NULL
IT4037,Hệ quản trị cơ sở dữ liệu,2(2-1-0-4),2,3,0.7,NULL
IT4040,Trí tuệ nhân tạo,3(3-1-0-6),3,4,0.7,NULL
IT4040Q,Trí tuệ nhân tạo,3(3-1-0-6),3,4,0.7,NULL
IT4042,Trí tuệ nhân tạo,2(2-0-0-4),2,2,0.7,NULL
IT4042E,Artificial Intelligence,2(2-0-0-4),2,2,0.7,NULL
IT4044,Trí tuệ nhân tạo,3(3-0-0-6),3,3,0.7,NULL
IT4045,Trí tuệ nhân tạo,3(3-1-0-6),3,4,0.7,NULL
IT4050,Thiết kế và phân tích thuật toán,3(3-1-0-6),3,4,0.6,NULL
IT4053,Phân tích và thiết kế thuật toán,2(2-1-0-4),2,3,0.7,NULL
IT4060Q,Lập trình mạng,2(2-1-0-4),2,3,0.6,NULL
IT4061,Thực hành lập trình mạng,2(0-0-4-4),2,6,0.7,NULL
IT4069,Lập trình mạng,3(3-0-1-6),3,4.5,0.7,NULL
IT4070,Ngôn ngữ và phương pháp dịch,3(3-1-0-6),3,4,0.7,NULL
IT4071,Xây dựng chương trình dịch,2(2-0-0-4),2,2,0.7,NULL
IT4072,Thực hành chương trình dịch,2(0-0-4-4),2,6,0.7,NULL
IT4073,Lý thuyết ngôn ngữ và phương pháp dịch,2(2-1-0-4),2,3,0.7,NULL
IT4074,Lý thuyết ngôn ngữ và phương pháp dịch,3(3-1-0-6),3,4,0.5,NULL
IT4075,Lý thuyết ngôn ngữ và phương pháp dịch,2(2-1-0-4),2,3,0.7,NULL
IT4079Q,Ngôn ngữ và phương pháp dịch,2(2-1-0-4),2,3,0.6,NULL
IT4080,Nhập môn công nghệ phần mềm,2(2-1-0-4),2,3,0.7,NULL
IT4080Q,Nhập môn công nghệ phần mềm,2(2-1-0-4),2,3,0.7,NULL
IT4089,Nhập môn công nghệ phần mềm,2(2-1-0-4),2,3,0.7,NULL
IT4090,Xử lý ảnh,2(2-1-0-4),2,3,0.7,NULL
IT4090Q,Xử lý ảnh,2(2-1-0-4),2,3,0.7,NULL
IT4091,Xử lý ảnh,2(2-1-0-4),2,3,0.7,NULL
IT4094,Xử lý ảnh,2(2-1-0-4),2,3,0.7,NULL
IT4099,Xử lý ảnh,3(3-0-0-6),3,3,0.7,NULL
IT4100,Đồ họa và hiện thực ảo,3(3-1-0-6),3,4,0.7,NULL
IT4110Q,Tính toán khoa học,3(3-1-0-6),3,4,0.7,NULL
IT4120,Các hệ cơ sở tri thức,2(2-1-0-4),2,3,0.7,NULL
IT4124,Đồ án tốt nghiệp,6(0-0-12-12),6,15,0.5,NULL
IT4126E,Đồ án tốt nghiệp,6(0-0-12-24),6,15,0.5,NULL
IT4130,Lập trình song song,2(2-1-0-4),2,3,0.7,NULL
IT4130Q,Lập trình song song,2(2-1-0-4),2,3,0.7,NULL
IT4132,Lập trình hệ thống,2(2-0-0-4),2,2,0.7,NULL
IT4132E,System Program,2(2-0-0-4),2,2,0.7,NULL
IT4140,Các thuật toán cơ bản trong tính toán tiến hoá,2(2-1-0-4),2,3,0.7,NULL
IT4141,Các thuật toán cơ bản trong tính toán tiến hoá,3(3-1-0-6),3,4,0.7,NULL
IT4150,Kỹ thuật mạng,2(2-1-0-4),2,3,0.6,NULL
IT4152,Kiến trúc phần mềm mạng,2(2-0-0-4),2,2,0.7,NULL
IT4152E,Network Software Architecture,2(2-0-0-4),2,2,0.7,NULL
IT4160,Vi xử lý,3(3-1-0-6),3,4,0.6,NULL
IT4160Q,KT vi xử lý và giao tiếp máy tính,3(3-1-0-6),3,4,0.6,NULL
IT4161,Hệ thống máy tính,2(2-0-0-4),2,2,0.7,NULL
IT4162,Vi xử lý,2(2-1-0-4),2,3,0.7,NULL
IT4162E,Vi xử lý,2(2-1-0-4),2,3,0.7,NULL
IT4162Q,Vi xử lý,2(2-1-0-4),2,3,0.7,NULL
IT4165,Vi xử lý,3(3-1-0.5-6),3,5,0.7,NULL
IT4170,Xử lý tín hiệu số,2(2-1-0-4),2,3,0.6,NULL
IT4170Q,Xử lý tín hiệu số,2(2-1-0-4),2,3,0.6,NULL
IT4173,Xử lý số tín hiệu,3(3-1-0-6),3,4,0.6,NULL
IT4174,Xử lý tín hiệu,3(3-1-0-6),3,4,0.7,NULL
IT4175,Xử lý tín hiệu số,2(2-1-0-4),2,3,0.7,NULL
IT4180,Chương trình dịch,2(2-1-0-4),2,3,0.6,NULL
IT4182,Thực hành xây dựng chương trình dịch,2(0-0-4-4),2,6,0.7,NULL
IT4182E,Compiler Construction Lab,2(0-0-4-4),2,6,0.7,NULL
IT4190,An toàn hệ thống,3(3-1-0-6),3,4,0.7,NULL
IT4200,Kỹ thuật ghép nối máy tính,3(3-1-0-6),3,4,0.6,NULL
IT4212,Hệ thống thời gian thực,2(2-0-0-4),2,2,0.7,NULL
IT4212E,Realtime System,2(2-0-0-4),2,2,0.7,NULL
IT4220,Quản trị an toàn thông tin và rủi ro,2(2-0-0-4),2,2,0.6,NULL
IT4230,Kỹ năng giao tiếp,2(2-1-0-4),2,3,0.7,NULL
IT4235,Thị giác máy tính,2(2-1-0-4),2,3,0.7,NULL
IT4240,Quản trị dự án công nghệ thông tin,2(2-1-0-4),2,3,0.6,NULL
IT4240Q,Quản trị dự án công nghệ thông tin,2(2-1-0-4),2,3,0.6,NULL
IT4242E,Machine Learning and Data Mining,2(2-1-0-4),2,3,0.6,NULL
IT4250,Thiết kế IC,2(2-1-0-4),2,3,0.6,NULL
IT4251,Thiết kế IC,3(3-1-0-6),3,4,0.7,NULL
IT4260,An ninh mạng,2(2-1-0-4),2,3,0.7,NULL
IT4260E,An ninh mạng,3(2-2-0-6),3,4,0.7,NULL
IT4260Q,An ninh mạng,2(2-1-0-4),2,3,0.7,NULL
IT4261,An ninh mạng,2(2-0-0-4),2,2,0.7,NULL
IT4262,Bảo mật mạng máy tính,2(2-0-0-4),2,2,0.7,NULL
IT4262E,Network Security,2(2-0-0-4),2,2,0.7,NULL
IT4270,Hệ thống máy tính công nghiệp,2(2-1-0-4),2,3,0.6,NULL
IT4271,Hệ thống máy tính công nghiệp,3(3-1-0-6),3,4,0.7,NULL
IT4272,Hệ thống máy tính,2(2-0-0-4),2,2,0.7,NULL
IT4272E,Computer Systems,2(2-0-0-4),2,2,0.7,NULL
IT4290,Xử lý tiếng nói,2(2-1-0-4),2,3,0.6,NULL
IT4300,An toàn các hệ thống thông tin,2(2-1-0-4),2,3,0.7,NULL
IT4304,An toàn thông tin,2(2-1-0-4),2,3,0.7,NULL
IT4310,Cơ sở dữ liệu nâng cao,3(3-1-0-6),3,4,0.7,NULL
IT4310Q,Cơ sở dữ liệu nâng cao,3(3-1-0-6),3,4,0.7,NULL
IT4311,Mô hình hóa dữ liệu,2(2-0-0-4),2,2,0.7,NULL
IT4312,Mô hình hóa dữ liệu,2(2-0-0-4),2,2,0.5,NULL
IT4312E,Data Modeling,2(2-0-0-4),2,2,0.7,NULL
IT4320,An toàn trong giao dịch điện tử,3(3-1-0-6),3,4,0.7,NULL
IT4324,An toàn trong giao dịch điện tử,2(2-1-0-6),2,3,0.7,NULL
IT4330,Hệ quản trị cơ sở dữ liệu,3(2-0-2-6),3,5,0.7,NULL
IT4340,Hệ trợ giúp quyết định,3(3-1-0-6),3,4,0.7,NULL
IT4341Q,Hệ trợ giúp quyết định,2(2-1-0-4),2,3,0.7,NULL
IT4342E,Computer Vision,2(2-1-0-4),2,3,0.5,NULL
IT4353E,Principles of Enterprise Data Strategy & Management,2(2-1-0-4),2,3,0.7,NULL
IT4360,Hệ cơ sở tri thức,3(3-1-0-6),3,4,0.7,NULL
IT4361,Hệ cơ sở tri thức,2(2-1-0-4),2,3,0.7,NULL
IT4361Q,Hệ cơ sở tri thức,2(2-1-0-4),2,3,0.7,NULL
IT4362,Kỹ nghệ tri thức,2(2-0-0-4),2,2,0.7,NULL
IT4362E,Knowledge Engineering,2(2-0-0-4),2,2,0.7,NULL
IT4364,Phân tích thiết kế hệ thống,3(2-2-0-6),3,4,0.7,NULL
IT4370,Mô hình các hệ thống phân tán,3(3-1-0-6),3,4,0.7,NULL
IT4371,Các hệ phân tán,2(2-1-0-4),2,3,0.7,NULL
IT4374,Kiến trúc các hệ thống thông tin,2(2-1-0-4),2,3,0.7,NULL
IT4380,Phân tích và thiết kế hệ thống hướng đối tượng,3(3-1-0-6),3,4,0.7,NULL
IT4380Q,Phân tích thiết kế hệ thống hướng đối tượng,3(3-1-0-6),3,4,0.7,NULL
IT4384,Phân tích và thiết kế hệ thống,2(2-1-0-4),2,3,0.7,NULL
IT4390,Đồ án môn học: Thiết kế và phát triển phần mềm,2(1-1-0-4),2,4,0.5,NULL
IT4394,Đồ án tin học: thiết kế phần mềm,2(1-0-4-8),2,4,0.5,NULL
IT4400,Công nghệ Web và dịch vụ trực tuyến,2(2-1-0-4),2,3,0.7,NULL
IT4401,Hệ thống thông tin trên Web,2(2-0-0-4),2,2,0.7,NULL
IT4402,Thực hành lập trình Web,2(2-0-0-4),2,2,0.7,NULL
IT4403,Phát triển hệ thống Web an toàn,2(2-1-0-4),2,3,0.7,NULL
IT4403E,Phát triển ứng dụng Web an toàn,2(2-1-0-4),2,3,0.7,NULL
IT4404,Phát triển Web trên nền tảng mã nguồn mở,2(2-1-0-4),2,3,0.7,NULL
IT4408,Thiết kế và lập trình Web,3(3-0-1-6),3,4.5,0.7,NULL
IT4410,Nhập môn tương tác người-máy,2(2-1-0-4),2,3,0.6,NULL
IT4413E,Kiểm thử xâm nhập,2(0-0-4-4),2,6,0.7,NULL
IT4420,Đồ án môn học: Các công nghệ xây dựng hệ thống thông tin,2(1-1-0-4),2,4,0.5,NULL
IT4421,Đồ án các công nghệ xây dựng HTTT,3(0-0-6-6),3,6,0.5,NULL
IT4424,Đồ án: Các công nghệ xây dựng hệ thống thông tin,2(1-2-0-4),2,4,0.5,NULL
IT4430,Kỹ thuật phần mềm,2(2-1-0-4),2,3,0.7,NULL
IT4432E,Hệ thống xác thực sinh trắc học,2(2-1-0-4),2,3,0.7,NULL
IT4434,Đồ án các công nghệ xây dựng hệ thống thông tin,3(0-0-6-6),3,6,0.7,NULL
IT4435Q,Thương mại điện tử,2(2-1-0-5),2,3,0.6,NULL
IT4440,Tương tác Người –Máy,3(3-1-0-6),3,4,0.7,NULL
IT4440Q,Tương tác Người –Máy,3(3-1-0-6),3,4,0.7,NULL
IT4442,Giao diện người dùng,2(2-0-0-4),2,2,0.7,NULL
IT4442E,Human Interface,2(2-0-0-4),2,2,0.7,NULL
IT4442Q,Giao diện người dùng,2(2-1-0-6),2,3,0.7,NULL
IT4450,Cơ sở pháp lý số,2(2-0-1-4),2,3.5,0.7,NULL
IT4450E,Điều tra số,2(2-1-0-4),2,3,0.7,NULL
IT4460,Phân tích yêu cầu phần mềm,2(2-1-0-4),2,3,0.7,NULL
IT4460Q,Phân tích yêu cầu phần mềm,2(2-1-0-4),2,3,0.7,NULL
IT4470,Đồ họa và hiện thực ảo,3(3-1-0-6),3,4,0.6,NULL
IT4470Q,Đồ họa và hiện thực ảo,3(3-1-0-6),3,4,0.7,NULL
IT4480,Làm việc nhóm và kỹ năng giao tiếp,2(2-1-0-4),2,3,0.6,NULL
IT4481Q,Kỹ năng mềm trong CNTT&TT,3(2-1-1-4),3,4.5,0.7,NULL
IT4490Q,Thiết kế và xây dựng phần mềm,3(3-1-0-6),3,4,0.7,NULL
IT4492,Lập trình cấu trúc,2(2-0-0-4),2,2,0.7,NULL
IT4492E,Structured Programming,2(2-0-0-4),2,2,0.7,NULL
IT4500,Đảm bảo chất lượng phần mềm,3(3-1-0-6),3,4,0.7,NULL
IT4501Q,Đảm bảo chất lượng phần mềm ,2(2-1-0-4),2,3,0.7,NULL
IT4508E,An toàn phần mềm,2(2-1-0-4),2,3,0.7,NULL
IT4510,An toàn phần mềm và hệ thống,3(3-1-0-6),3,4,0.7,NULL
IT4520,Kinh tế công nghệ phần mềm,2(2-1-0-4),2,3,0.7,NULL
IT4520Q,Kinh tế Công nghệ phần mềm,2(2-1-0-4),2,3,0.7,NULL
IT4527E,Blockchain và ứng dụng,2(2-1-0-4),2,3,0.7,NULL
IT4530,Kỹ năng lập báo cáo kỹ thuật và dự án,1(1-1-0-2),1,2,0.7,NULL
IT4532,Đổi mới sáng tạo và khởi nghiệp công nghệ,2(2-1-0-4),2,3,0.7,NULL
IT4540,Quản lý dự án phần mềm,3(3-1-0-6),3,4,0.7,NULL
IT4541,Quản lý dự án phần mềm,2(2-1-0-4),2,3,0.6,NULL
IT4541Q,Quản lý dự án phần mềm,2(2-1-0-4),2,3,0.6,NULL
IT4542E,Management of Software Development,2(2-0-0-4),2,2,0.6,NULL
IT4550,Đồ án môn học: Phát triển phần mềm chuyên nghiệp,2(1-1-2-4),2,4,0.5,NULL
IT4551,Phát triển phần mềm chuyên nghiệp,3(2-2-0-6),3,4,0.7,NULL
IT4551Q,Đồ án môn học,3(1-2-2-4),3,6,0.7,NULL
IT4552,Thực hành Lập trình Web,2(0-0-4-4),2,6,0.7,NULL
IT4552E,Web Programming,2(0-0-4-4),2,6,0.7,NULL
IT4555Q,Các mô hình phần mềm,2(2-1-0-6),2,3,0.7,NULL
IT4556Q,Các phương pháp phát triển phần mềm nhanh,2(2-1-0-6),2,3,0.7,NULL
IT4557Q,Phát triển phần mềm hướng mô hình,2(2-1-0-6),2,3,0.7,NULL
IT4560,Kỹ thuật truyền thông,3(3-1-0-6),3,4,0.7,NULL
IT4561,Kỹ thuật truyền thông điện tử,3(3-1-0-6),3,4,0.7,NULL
IT4570,Phát hiện lỗi và lỗ hổng bảo mật phần mềm,2(2-0-1-4),2,3.5,0.7,NULL
IT4580,Kỹ thuật phần mềm an toàn,2(2-0-0-4),2,2,0.7,NULL
IT4590,Lý thuyết thông tin,2(2-1-0-4),2,3,0.7,NULL
IT4590Q,Lý thuyết thông tin,2(2-1-0-4),2,3,0.7,NULL
IT4592,Lý thuyết thông tin,2(2-0-0-4),2,2,0.7,NULL
IT4592E,Information Theory,2(2-0-0-4),2,2,0.7,NULL
IT4594,Lý thuyết thông tin và truyền thông số,3(3-1-0-6),3,4,0.7,NULL
IT4600,Thiết bị truyền thông và mạng,2(2-0-1-4),2,3.5,0.7,NULL
IT4601,Thiết bị truyền thông và mạng,3(2-1-1-6),3,4.5,0.7,NULL
IT4610,Hệ phân tán,2(2-1-0-4),2,3,0.6,NULL
IT4610Q,Hệ phân tán,2(2-1-0-4),2,3,0.7,NULL
IT4612,Hệ phân tán,2(2-0-0-4),2,2,0.6,NULL
IT4612E,Distributed System,2(2-0-0-4),2,2,0.6,NULL
IT4614,Các hệ phân tán,2(2-1-0-4),2,3,0.6,NULL
IT4620,Xử lý dữ liệu đa phương tiện,2(2-1-0-4),2,3,0.7,NULL
IT4621,Xử lý dữ liệu đa phương tiện,3(3-1-0-6),3,4,0.7,NULL
IT4622,Mã hóa dữ liệu đa phương tiện,2(2-1-0-4),2,3,0.7,NULL
IT4623,Hệ multimedia,2(2-1-0-4),2,3,0.7,NULL
IT4630,Phân tích mã độc,2(2-1-0-4),2,3,0.7,NULL
IT4630E,Phân tích mã độc,2(2-1-0-4),2,3,0.7,NULL
IT4640,Thu thập và phân tích thông tin an ninh mạng,2(2-0-1-4),2,3.5,0.7,NULL
IT4650,Thiết kế mạng Intranet,2(2-1-0-4),2,3,0.7,NULL
IT4650Q,Thiết kế mạng Intranet,2(2-1-0-4),2,3,0.7,NULL
IT4651E,IP Network Design and Implementation,3(2-0-2-6),3,5,0.5,NULL
IT4652,Mạng Internet,2(2-0-0-4),2,2,0.7,NULL
IT4652E,Internetworking,2(2-0-0-4),2,2,0.7,NULL
IT4660,Quản trị cơ sở dữ liệu phân tán,2(2-0-1-4),2,3.5,0.7,NULL
IT4661,Quản trị dữ liệu phân tán,2(2-1-0-4),2,3,0.7,NULL
IT4670,Đánh giá hiệu năng mạng,2(2-1-0-4),2,3,0.7,NULL
IT4680,Truyền thông đa phương tiện và ứng dụng,2(2-0-1-4),2,3.5,0.7,NULL
IT4682,Truyền thông đa phương tiện,2(2-0-0-4),2,2,0.7,NULL
IT4682E,Multimedia Communication,2(2-0-0-4),2,2,0.7,NULL
IT4684,Mạng số và truyền dữ liệu,3(3-1-0-6),3,4,0.6,NULL
IT4685,Truyền thông đa phương tiện và ứng dụng,2(2-0-1-4),2,3.5,0.7,NULL
IT4690,Mạng không dây và truyền thông di động,2(2-1-0-4),2,3,0.7,NULL
IT4694,Mạng số và truyền dữ liệu,3(2-1-1-6),3,4.5,0.7,NULL
IT4700,Các hệ thống thông tin vệ tinh,2(2-1-0-4),2,3,0.7,NULL
IT4710,Đồ án môn học: Thiết kế và cài đặt hệ thống mạng,1(1-1-0-4),1,2,0.6,NULL
IT4711,Đồ án môn học chuyên ngành TTM,2(0-0-4-8),2,4,0.7,NULL
IT4720,Đồ án môn học: Xây dựng các ứng dụng phân tán,1(1-1-0-4),1,2,0.6,NULL
IT4730,An toàn cơ sở dữ liệu,2(2-0-0-4),2,2,0.7,NULL
IT4751,Ngôn ngữ mô hình hóa UML,2(2-1-0-4),2,3,0.7,NULL
IT4752,Tính toán song song,2(2-1-0-4),2,3,0.7,NULL
IT4753,Nhâp môn học máy,2(2-1-0-4),2,3,0.7,NULL
IT4754,Tìm kiếm cục bộ dựa trên ràng buộc,2(2-1-0-4),2,3,0.6,NULL
IT4755,Hệ chuyên gia,2(2-1-0-4),2,3,0.7,NULL
IT4757,Kỹ thuật mô hình hóa và mô phỏng,2(2-1-0-4),2,3,0.6,NULL
IT4758,Nhập môn học máy,3(3-1-0-6),3,4,0.7,NULL
IT4759,Tìm kiếm cục bộ dựa trên ràng buộc,3(3-1-0-6),3,4,0.7,NULL
IT4761,Nhập môn khai phá dữ liệu,2(2-1-0-4),2,3,0.7,NULL
IT4762,Ngữ nghĩa của ngôn ngữ lập trình,2(2-1-0-4),2,3,0.7,NULL
IT4762Q,Ngữ nghĩa của các ngôn ngữ lập trình,2(2-1-0-4),2,3,0.7,NULL
IT4763,Tối ưu hoá tổ hợp,2(2-1-0-4),2,3,0.7,NULL
IT4764,Nhập môn hệ trợ giúp quyết định,2(2-1-0-4),2,3,0.7,NULL
IT4765,Cấu trúc dữ liệu và thuật toán trên đồ thị,2(2-1-0-4),2,3,0.7,NULL
IT4766,Lập trình kịch bản với JavaScript,2(2-1-0-4),2,3,0.6,NULL
IT4768,Nhập môn khai phá dữ liệu,3(3-1-0-6),3,4,0.7,NULL
IT4769,Tối ưu hoá tổ hợp,3(3-1-0-6),3,4,0.7,NULL
IT4771,Sinh – Tin học,3(3-1-0-6),3,4,0.7,NULL
IT4772,Xử lý ngôn ngữ tự nhiên,3(3-1-0-6),3,4,0.6,NULL
IT4773,Cơ sở thuật toán trong trí tuệ nhân tạo,3(3-1-0-6),3,4,0.7,NULL
IT4774,Nhập môn nén dữ liệu,3(3-1-0-6),3,4,0.7,NULL
IT4775,Quản lý dự án phần mềm,3(3-1-0-6),3,4,0.7,NULL
IT4776,Cơ sở thuật toán của lý thuyết mã hoá,3(3-1-0-6),3,4,0.7,NULL
IT4777,Hình học tính toán,3(3-1-0-6),3,4,0.7,NULL
IT4778,Lập trình hệ thống,3(3-1-0-6),3,4,0.7,NULL
IT4779,Xử lý dữ liệu lớn,2(2-1-0-4),2,3,0.7,NULL
IT4781,Lập trình Windows,2(2-1-0-4),2,3,0.6,NULL
IT4782,Lập trình .NET,2(2-0-0-4),2,2,0.6,NULL
IT4782Q,Lập trình .NET,2(2-0-0-4),2,2,0.6,NULL
IT4784,Lập trình JAVA,2(2-0-0-4),2,2,0.7,NULL
IT4785Q,Lập trình cho thiết bị di động,2(2-0-0-4),2,2,0.7,NULL
IT4786,Lập trình hệ thống,3(3-0-0-6),3,3,0.7,NULL
IT4789,Lập trình .NET,3(2-2-0-6),3,4,0.6,NULL
IT4791,Công nghệ mạch in,2(2-1-0-4),2,3,0.6,NULL
IT4793,Phân tích và thiết kế mạch điện tử,2(2-1-0-4),2,3,0.6,NULL
IT4795,Các công nghệ truyền thông,2(2-1-0-4),2,3,0.6,NULL
IT4796,Phân tích và thiết kế hệ thống mạng,2(2-0-0-4),2,2,0.7,NULL
IT4797,Đồ án hệ nhúng,3(0-0-6-6),3,6,0.7,NULL
IT4802,Lập trình xử lý tín hiệu số,2(2-1-0-4),2,3,0.6,NULL
IT4804,Đa phương tiện,2(2-1-0-4),2,3,0.6,NULL
IT4804Q,Đa phương tiện,2(2-1-0-4),2,3,0.6,NULL
IT4805,Mạng nơron,2(2-0-0-4),2,2,0.6,NULL
IT4807,Điều chế tương tự và số,2(2-1-0-4),2,3,0.6,NULL
IT4810,Đánh giá kiểm định an toàn hệ thống thông tin,3(2-1-1-6),3,4.5,0.7,NULL
IT4812,Lập trình an toàn,2(2-1-0-4),2,3,0.6,NULL
IT4815,Quản trị mạng,2(2-1-0-4),2,2,0.6,NULL
IT4815E,Thiết kế và quản trị mạng IP,2(2-0-1-4),2,3.5,0.7,NULL
IT4815Q,Quản trị mạng,2(2-1-0-4),2,3,0.6,NULL
IT4818,Phân tích nghiệp vụ thông minh,2(2-1-0-4),2,3,0.7,NULL
IT4819,Quản trị mạng,3(2-2-0-6),3,4,0.7,NULL
IT4822,Lập trình hệ nhúng,2(2-1-0-4),2,3,0.6,NULL
IT4825,Robot,2(2-1-0-4),2,3,0.6,NULL
IT4827,Các hệ thu thập thông tin và đo lường điều khiển,2(2-1-0-4),2,3,0.6,NULL
IT4828,Các bộ điều khiển khả trình,2(2-1-0-4),2,3,0.6,NULL
IT4830,Phòng chống tấn công mạng,3(2-0-1-6),3,3.5,0.6,NULL
IT4831E,Phòng chống tấn công mạng,2(2-1-0-4),2,3,0.7,NULL
IT4833,Ngôn ngữ lập trình khai báo,2(2-1-0-4),2,3,0.7,NULL
IT4840,Chuyên đề An toàn an ninh hệ thống,2(2-0-0-4),2,2,0.7,NULL
IT4841,Công nghệ tác tử,3(3-1-0-6),3,4,0.7,NULL
IT4843,Tích hợp dữ liệu và XML,3(3-1-0-6),3,4,0.7,NULL
IT4843Q,Tích hợp dữ liệu và XML,3(3-1-0-6),3,4,0.7,NULL
IT4844,Xử lý thông tin mờ,3(3-1-0-6),3,4,0.7,NULL
IT4846,Công nghệ tác tử,2(2-1-0-4),2,3,0.7,NULL
IT4851,Hệ cơ sở dữ liệu đa phương tiện,3(3-1-0-6),3,4,0.7,NULL
IT4851Q,Hệ CSDL đa phương tiện,3(3-1-0-6),3,4,0.7,NULL
IT4853,Tìm kiếm thông tin và trình diễn thông tin,3(3-1-0-6),3,4,0.7,NULL
IT4853Q,Tìm kiếm thông tin và trình diễn thông tin,3(3-1-0-6),3,4,0.7,NULL
IT4854,Quản trị dự án,3(3-1-0-6),3,4,0.7,NULL
IT4856,Quản trị dự án,2(2-1-0-4),2,3,0.7,NULL
IT4859,Thiết kế và quản trị cơ sở dữ liệu,3(2-0-2-6),3,5,0.7,NULL
IT4859Q,Thiết kế và quản trị cơ sở dữ liệu,3(2-0-2-6),3,5,0.5,NULL
IT4861,Thu thập và quản trị tri thức,3(3-1-0-6),3,4,0.7,NULL
IT4862,Học máy,3(3-1-0-6),3,4,0.7,NULL
IT4864,Ontology và Web ngữ nghĩa,3(3-1-0-6),3,4,0.7,NULL
IT4865,Tính toán phân tán,3(3-1-0-6),3,4,0.7,NULL
IT4866,Học máy,2(2-1-0-4),2,3,0.7,NULL
IT4867,Xử lý dữ liệu phân tán,2(2-1-0-4),2,3,0.6,NULL
IT4868,Khai phá Web,3(3-1-0-6),3,4,0.6,NULL
IT4872,Xây dựng ứng dụng hệ thống thông tin,3(2-1-1-6),3,4.5,0.7,NULL
IT4874,Nhập môn chương trình dịch,3(3-1-0-6),3,4,0.7,NULL
IT4875,Xử lý ngôn ngữ tự nhiên,2(2-1-0-4),2,3,0.7,NULL
IT4875Q,Xử lý ngôn ngữ tự nhiên,2(2-1-0-4),2,3,0.7,NULL
IT4876,Nhập môn chương trình dịch,2(2-1-0-4),2,3,0.7,NULL
IT4876Q,Nhập môn chương trình dịch,3(3-1-0-6),3,4,0.7,NULL
IT4881,Tính toán mềm và Trí tuệ nhân tạo,3(3-1-0-6),3,4,0.7,NULL
IT4882,Mật mã và Ứng dụng,3(3-1-0-6),3,4,0.7,NULL
IT4882Q,Mật mã và Ứng dụng,3(3-1-0-6),3,4,0.7,NULL
IT4883,Phát triển phần mềm phân tán,3(3-1-0-6),3,4,0.7,NULL
IT4883Q,Phát triển phần mềm phân tán,3(3-1-0-6),3,4,0.7,NULL
IT4884,Các hệ thống nhúng và thời gian thực,3(3-1-0-6),3,4,0.7,NULL
IT4884Q,Các hệ thống nhúng và thời gian thực,3(3-1-0-6),3,4,0.7,NULL
IT4885,Mô hình và thuật toán Internet phổ biến,3(3-1-0-6),3,4,0.6,NULL
IT4885Q,Mô hình và thuật toán Internet phổ biến,3(3-1-0-6),3,4,0.6,NULL
IT4886,Kỹ nghệ Phần mềm hướng dịch vụ,3(3-1-0-6),3,4,0.7,NULL
IT4886Q,Kỹ nghệ phần mềm hướng dịch vụ,3(3-1-0-6),3,4,0.7,NULL
IT4887,Mạng không dây và phát triển ứng dụng di động,3(3-1-0-6),3,4,0.7,NULL
IT4887Q,Mạng không dây và phát triển ứng dụng di động,3(3-1-0-6),3,4,0.7,NULL
IT4888,Văn phong Kỹ thuật,3(3-1-0-6),3,4,0.7,NULL
IT4888Q,Văn phong Kỹ thuật,3(3-1-0-6),3,4,0.7,NULL
IT4891,Quản lý cấu hình phần mềm,3(3-1-0-6),3,4,0.7,NULL
IT4892,Phương pháp và công cụ đánh giá phần mềm,3(3-1-0-6),3,4,0.7,NULL
IT4892Q,Phương pháp và công cụ đánh giá phần mềm,3(3-1-0-6),3,4,0.7,NULL
IT4895,Công nghệ Web tiên tiến,2(2-1-0-4),2,3,0.7,NULL
IT4895Q,Công nghệ Web tiên tiến,2(2-1-0-6),2,3,0.7,NULL
